,,PA_10min,,TA_10min,,RH_10min,,DP_10min,,TS_10min,,SM_10min,,SR_10min,,NetSR_10min,,Wind_1,,Wind_1,,Wind_1,,Wind_1,,Wind_1,,Wind_1,
5/30/22 3:00:10 AM,VALID,1007.91,VALID,19.003,VALID,65.377,VALID,12.344,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.994,VALID,232.0,VALID,30.0,VALID,41.0,VALID,0.667,VALID,1.398,VALID,0.102,
5/30/22 3:10:10 AM,VALID,1008.061,VALID,19.069,VALID,66.643,VALID,12.7,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.213,VALID,159.0,VALID,225.0,VALID,137.0,VALID,1.488,VALID,2.102,VALID,0.898,
5/30/22 3:20:10 AM,VALID,1008.155,VALID,19.2,VALID,65.703,VALID,12.641,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.785,VALID,150.0,VALID,169.0,VALID,113.0,VALID,1.751,VALID,2.398,VALID,1.297,
5/30/22 3:30:10 AM,VALID,1008.229,VALID,19.272,VALID,63.451,VALID,12.169,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.417,VALID,145.0,VALID,188.0,VALID,111.0,VALID,1.53,VALID,2.602,VALID,0.703,
5/30/22 3:40:10 AM,VALID,1008.312,VALID,19.275,VALID,63.978,VALID,12.274,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.372,VALID,139.0,VALID,287.0,VALID,102.0,VALID,1.656,VALID,2.5,VALID,0.203,
5/30/22 3:50:10 AM,VALID,1008.4,VALID,19.521,VALID,64.098,VALID,12.547,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.349,VALID,123.0,VALID,171.0,VALID,93.0,VALID,1.854,VALID,2.797,VALID,1.0,
5/30/22 4:00:10 AM,VALID,1008.43,VALID,19.691,VALID,62.937,VALID,12.437,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.801,VALID,115.0,VALID,141.0,VALID,80.0,VALID,1.847,VALID,2.5,VALID,0.898,
5/30/22 4:10:10 AM,VALID,1008.602,VALID,19.861,VALID,60.993,VALID,12.134,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.838,VALID,116.0,VALID,149.0,VALID,87.0,VALID,1.609,VALID,2.5,VALID,0.602,
5/30/22 4:20:10 AM,VALID,1008.804,VALID,20.042,VALID,58.944,VALID,11.776,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.282,VALID,126.0,VALID,158.0,VALID,97.0,VALID,1.462,VALID,2.297,VALID,0.797,
5/30/22 4:30:10 AM,VALID,1008.846,VALID,20.279,VALID,56.189,VALID,11.3,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.008,VALID,107.0,VALID,135.0,VALID,72.0,VALID,1.551,VALID,2.5,VALID,0.602,
5/30/22 4:40:10 AM,VALID,1008.926,VALID,20.621,VALID,52.055,VALID,10.439,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.831,VALID,97.0,VALID,136.0,VALID,40.0,VALID,1.249,VALID,2.102,VALID,0.5,
5/30/22 4:50:10 AM,VALID,1008.968,VALID,21.012,VALID,49.443,VALID,10.042,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.816,VALID,95.0,VALID,165.0,VALID,43.0,VALID,1.358,VALID,2.602,VALID,0.203,
5/30/22 5:00:10 AM,VALID,1009.031,VALID,21.421,VALID,46.697,VALID,9.557,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.662,VALID,104.0,VALID,158.0,VALID,51.0,VALID,1.418,VALID,2.898,VALID,0.398,
5/30/22 5:10:09 AM,VALID,1009.083,VALID,21.833,VALID,44.448,VALID,9.182,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.914,VALID,103.0,VALID,146.0,VALID,44.0,VALID,1.828,VALID,3.5,VALID,0.398,
5/30/22 5:20:09 AM,VALID,1009.121,VALID,22.261,VALID,42.898,VALID,9.037,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.38,VALID,104.0,VALID,141.0,VALID,54.0,VALID,1.97,VALID,3.102,VALID,0.5,
5/30/22 5:30:09 AM,VALID,1009.27,VALID,22.744,VALID,41.578,VALID,9.021,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.153,VALID,112.0,VALID,149.0,VALID,69.0,VALID,1.551,VALID,2.898,VALID,0.297,
5/30/22 5:40:09 AM,VALID,1009.3,VALID,23.355,VALID,40.554,VALID,9.172,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.601,VALID,119.0,VALID,290.0,VALID,20.0,VALID,1.05,VALID,2.0,VALID,0.102,
5/30/22 5:50:09 AM,VALID,1009.41,VALID,23.406,VALID,44.086,VALID,10.339,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.72,VALID,243.0,VALID,96.0,VALID,112.0,VALID,1.877,VALID,4.297,VALID,0.102,
5/30/22 6:00:09 AM,VALID,1009.622,VALID,20.859,VALID,57.916,VALID,12.154,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.385,VALID,309.0,VALID,14.0,VALID,277.0,VALID,2.294,VALID,3.898,VALID,0.398,
5/30/22 6:10:09 AM,VALID,1009.683,VALID,20.393,VALID,63.504,VALID,13.241,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.654,VALID,9.0,VALID,92.0,VALID,206.0,VALID,0.986,VALID,2.102,VALID,0.102,
5/30/22 6:20:09 AM,VALID,1009.776,VALID,19.968,VALID,62.9,VALID,12.686,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.23,VALID,358.0,VALID,82.0,VALID,273.0,VALID,1.37,VALID,2.297,VALID,0.297,
5/30/22 6:30:09 AM,VALID,1009.926,VALID,20.131,VALID,63.045,VALID,12.876,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.728,VALID,12.0,VALID,129.0,VALID,215.0,VALID,0.82,VALID,1.398,VALID,0.102,
5/30/22 6:40:09 AM,VALID,1010.04,VALID,20.434,VALID,60.771,VALID,12.612,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.008,VALID,23.0,VALID,162.0,VALID,237.0,VALID,1.025,VALID,1.797,VALID,0.203,
5/30/22 6:50:09 AM,VALID,1010.162,VALID,20.597,VALID,59.419,VALID,12.421,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.826,VALID,12.0,VALID,146.0,VALID,325.0,VALID,1.004,VALID,1.5,VALID,0.203,
5/30/22 7:00:09 AM,VALID,1010.2,VALID,20.775,VALID,57.152,VALID,11.98,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.48,VALID,354.0,VALID,140.0,VALID,186.0,VALID,0.84,VALID,1.398,VALID,0.102,
5/30/22 7:10:09 AM,VALID,1010.232,VALID,21.464,VALID,54.334,VALID,11.879,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.763,VALID,322.0,VALID,134.0,VALID,152.0,VALID,0.655,VALID,1.5,VALID,0.102,
5/30/22 7:20:09 AM,VALID,1010.304,VALID,22.03,VALID,51.088,VALID,11.449,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.671,VALID,316.0,VALID,61.0,VALID,176.0,VALID,0.805,VALID,1.5,VALID,0.102,
5/30/22 7:30:09 AM,VALID,1010.33,VALID,22.38,VALID,49.257,VALID,11.208,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.922,VALID,333.0,VALID,63.0,VALID,262.0,VALID,0.923,VALID,1.398,VALID,0.203,
5/30/22 7:40:09 AM,VALID,1010.326,VALID,21.962,VALID,50.711,VALID,11.261,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.833,VALID,4.0,VALID,59.0,VALID,319.0,VALID,1.185,VALID,1.703,VALID,0.5,
5/30/22 7:50:09 AM,VALID,1010.347,VALID,21.705,VALID,51.397,VALID,11.273,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.655,VALID,17.0,VALID,100.0,VALID,284.0,VALID,1.352,VALID,2.102,VALID,0.398,
5/30/22 8:00:10 AM,VALID,1010.355,VALID,21.994,VALID,49.033,VALID,10.804,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.951,VALID,22.0,VALID,53.0,VALID,359.0,VALID,1.614,VALID,2.398,VALID,0.898,
5/30/22 8:10:10 AM,VALID,1010.318,VALID,22.279,VALID,47.179,VALID,10.471,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.752,VALID,20.0,VALID,72.0,VALID,347.0,VALID,1.514,VALID,2.0,VALID,0.797,
5/30/22 8:20:10 AM,VALID,1010.318,VALID,22.327,VALID,48.613,VALID,10.953,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.011,VALID,10.0,VALID,103.0,VALID,206.0,VALID,1.155,VALID,1.898,VALID,0.203,
5/30/22 8:30:10 AM,VALID,1010.375,VALID,22.967,VALID,45.952,VALID,10.726,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.404,VALID,341.0,VALID,60.0,VALID,227.0,VALID,0.818,VALID,1.398,VALID,0.203,
5/30/22 8:40:10 AM,VALID,1010.458,VALID,24.11,VALID,42.738,VALID,10.632,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.058,VALID,268.0,VALID,337.0,VALID,188.0,VALID,0.986,VALID,1.898,VALID,0.297,
5/30/22 8:50:10 AM,VALID,1010.526,VALID,24.641,VALID,41.579,VALID,10.714,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.519,VALID,228.0,VALID,15.0,VALID,138.0,VALID,1.514,VALID,2.5,VALID,0.203,
5/30/22 9:00:10 AM,VALID,1010.577,VALID,24.604,VALID,41.859,VALID,10.786,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.247,VALID,222.0,VALID,256.0,VALID,160.0,VALID,1.773,VALID,2.5,VALID,0.703,
5/30/22 9:10:10 AM,VALID,1010.682,VALID,24.646,VALID,42.462,VALID,11.013,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.659,VALID,248.0,VALID,311.0,VALID,197.0,VALID,1.689,VALID,2.797,VALID,0.5,
5/30/22 9:20:10 AM,VALID,1010.789,VALID,22.963,VALID,49.922,VALID,11.809,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.624,VALID,299.0,VALID,329.0,VALID,267.0,VALID,2.771,VALID,4.102,VALID,0.703,
5/30/22 9:30:10 AM,VALID,1010.741,VALID,21.894,VALID,52.241,VALID,11.726,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.282,VALID,289.0,VALID,330.0,VALID,276.0,VALID,1.9,VALID,2.602,VALID,0.898,
5/30/22 9:40:10 AM,VALID,1010.735,VALID,22.526,VALID,51.993,VALID,12.152,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.468,VALID,306.0,VALID,2.0,VALID,267.0,VALID,1.305,VALID,2.398,VALID,0.297,
5/30/22 9:50:10 AM,VALID,1010.765,VALID,22.88,VALID,49.984,VALID,11.902,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.519,VALID,319.0,VALID,78.0,VALID,237.0,VALID,1.069,VALID,2.0,VALID,0.102,
5/30/22 10:00:10 AM,VALID,1010.8,VALID,23.225,VALID,47.082,VALID,11.315,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.785,VALID,274.0,VALID,299.0,VALID,253.0,VALID,1.696,VALID,2.297,VALID,0.703,
5/30/22 10:10:10 AM,VALID,1010.792,VALID,23.498,VALID,49.277,VALID,12.178,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.158,VALID,264.0,VALID,303.0,VALID,222.0,VALID,1.503,VALID,2.297,VALID,0.703,
5/30/22 10:20:10 AM,VALID,1010.648,VALID,23.496,VALID,50.495,VALID,12.664,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.847,VALID,224.0,VALID,261.0,VALID,165.0,VALID,2.085,VALID,3.797,VALID,0.297,
5/30/22 10:30:10 AM,VALID,1010.599,VALID,23.31,VALID,49.83,VALID,12.21,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.383,VALID,220.0,VALID,244.0,VALID,196.0,VALID,3.36,VALID,4.297,VALID,1.797,
5/30/22 10:40:10 AM,VALID,1010.581,VALID,23.259,VALID,51.32,VALID,12.665,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.906,VALID,219.0,VALID,302.0,VALID,129.0,VALID,2.019,VALID,3.5,VALID,0.102,
5/30/22 10:50:10 AM,VALID,1010.5,VALID,24.607,VALID,46.954,VALID,12.486,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.549,VALID,229.0,VALID,299.0,VALID,186.0,VALID,1.705,VALID,2.898,VALID,0.398,
5/30/22 11:00:10 AM,VALID,1010.5,VALID,24.443,VALID,46.164,VALID,12.119,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.909,VALID,216.0,VALID,280.0,VALID,176.0,VALID,2.596,VALID,3.602,VALID,1.297,
5/30/22 11:10:10 AM,VALID,1010.581,VALID,23.949,VALID,50.567,VALID,13.059,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.559,VALID,219.0,VALID,267.0,VALID,155.0,VALID,2.14,VALID,3.0,VALID,0.398,
5/30/22 11:20:10 AM,VALID,1010.607,VALID,24.029,VALID,49.657,VALID,12.828,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.962,VALID,228.0,VALID,280.0,VALID,172.0,VALID,2.158,VALID,3.0,VALID,1.0,
5/30/22 11:30:10 AM,VALID,1010.6,VALID,23.9,VALID,48.396,VALID,12.385,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.907,VALID,275.0,VALID,307.0,VALID,234.0,VALID,1.716,VALID,3.0,VALID,0.797,
5/30/22 11:40:10 AM,VALID,1010.6,VALID,23.761,VALID,48.651,VALID,12.287,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.316,VALID,341.0,VALID,50.0,VALID,228.0,VALID,1.398,VALID,2.5,VALID,0.203,
5/30/22 11:50:10 AM,VALID,1010.64,VALID,23.76,VALID,50.213,VALID,12.738,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.34,VALID,8.0,VALID,130.0,VALID,211.0,VALID,1.969,VALID,4.102,VALID,0.203,
5/30/22 12:00:10 PM,VALID,1010.594,VALID,23.23,VALID,53.43,VALID,13.246,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.268,VALID,33.0,VALID,83.0,VALID,336.0,VALID,3.01,VALID,5.398,VALID,0.602,
5/30/22 12:10:10 PM,VALID,1010.598,VALID,23.243,VALID,52.31,VALID,12.932,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.504,VALID,33.0,VALID,71.0,VALID,336.0,VALID,3.415,VALID,5.297,VALID,0.5,
5/30/22 12:20:10 PM,VALID,1010.6,VALID,23.393,VALID,50.587,VALID,12.571,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.475,VALID,29.0,VALID,62.0,VALID,351.0,VALID,3.065,VALID,5.602,VALID,1.297,
5/30/22 12:30:10 PM,VALID,1010.519,VALID,24.4,VALID,44.972,VALID,11.709,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.017,VALID,28.0,VALID,51.0,VALID,2.0,VALID,3.326,VALID,4.5,VALID,1.797,
5/30/22 12:40:10 PM,VALID,1010.576,VALID,24.759,VALID,43.262,VALID,11.427,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,57.109,VALID,31.0,VALID,110.0,VALID,354.0,VALID,2.418,VALID,4.602,VALID,0.5,
5/30/22 12:50:10 PM,VALID,1010.787,VALID,25.201,VALID,43.18,VALID,11.638,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.238,VALID,240.0,VALID,18.0,VALID,162.0,VALID,2.529,VALID,5.398,VALID,0.102,
5/30/22 1:00:10 PM,VALID,1010.761,VALID,24.189,VALID,56.624,VALID,14.973,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,57.372,VALID,201.0,VALID,238.0,VALID,172.0,VALID,5.137,VALID,8.203,VALID,1.297,
5/30/22 1:10:10 PM,VALID,1010.777,VALID,23.928,VALID,59.13,VALID,15.456,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.714,VALID,197.0,VALID,230.0,VALID,165.0,VALID,6.017,VALID,9.0,VALID,3.0,
5/30/22 1:20:10 PM,VALID,1010.9,VALID,23.544,VALID,57.336,VALID,14.65,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.241,VALID,199.0,VALID,218.0,VALID,171.0,VALID,5.644,VALID,8.0,VALID,3.297,
5/30/22 1:30:10 PM,VALID,1010.914,VALID,23.25,VALID,60.273,VALID,15.08,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.62,VALID,199.0,VALID,232.0,VALID,167.0,VALID,5.222,VALID,7.297,VALID,2.797,
5/30/22 1:40:10 PM,VALID,1010.942,VALID,23.169,VALID,60.899,VALID,15.235,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.109,VALID,198.0,VALID,221.0,VALID,172.0,VALID,5.053,VALID,7.102,VALID,2.898,
5/30/22 1:50:10 PM,VALID,1010.983,VALID,23.784,VALID,56.393,VALID,14.597,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.409,VALID,197.0,VALID,226.0,VALID,171.0,VALID,4.561,VALID,7.297,VALID,2.297,
5/30/22 2:00:10 PM,VALID,1010.94,VALID,23.997,VALID,52.774,VALID,13.811,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.379,VALID,199.0,VALID,238.0,VALID,171.0,VALID,4.808,VALID,6.602,VALID,2.203,
5/30/22 2:10:10 PM,VALID,1010.933,VALID,24.54,VALID,49.186,VALID,13.175,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.864,VALID,200.0,VALID,230.0,VALID,165.0,VALID,4.89,VALID,7.102,VALID,1.203,
5/30/22 2:20:10 PM,VALID,1010.841,VALID,24.713,VALID,49.009,VALID,13.279,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.753,VALID,197.0,VALID,220.0,VALID,166.0,VALID,4.714,VALID,6.703,VALID,2.102,
5/30/22 2:30:10 PM,VALID,1010.746,VALID,25.449,VALID,43.839,VALID,12.275,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.738,VALID,198.0,VALID,242.0,VALID,137.0,VALID,4.36,VALID,6.898,VALID,1.102,
5/30/22 2:40:10 PM,VALID,1010.766,VALID,25.123,VALID,43.438,VALID,11.81,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.296,VALID,204.0,VALID,230.0,VALID,166.0,VALID,4.598,VALID,6.203,VALID,2.602,
5/30/22 2:50:10 PM,VALID,1010.658,VALID,24.594,VALID,43.349,VALID,11.338,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.006,VALID,202.0,VALID,230.0,VALID,172.0,VALID,4.051,VALID,6.0,VALID,2.102,
5/30/22 3:00:10 PM,VALID,1010.633,VALID,24.562,VALID,44.012,VALID,11.382,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.834,VALID,219.0,VALID,285.0,VALID,97.0,VALID,3.005,VALID,5.203,VALID,0.203,
5/30/22 3:10:10 PM,VALID,1010.7,VALID,23.232,VALID,54.107,VALID,13.401,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.558,VALID,256.0,VALID,323.0,VALID,167.0,VALID,1.339,VALID,2.797,VALID,0.203,
5/30/22 3:20:10 PM,VALID,1010.729,VALID,23.035,VALID,55.363,VALID,13.604,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.755,VALID,284.0,VALID,62.0,VALID,160.0,VALID,1.062,VALID,2.102,VALID,0.102,
5/30/22 3:30:10 PM,VALID,1010.755,VALID,23.03,VALID,53.379,VALID,13.097,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.897,VALID,218.0,VALID,328.0,VALID,133.0,VALID,2.098,VALID,4.297,VALID,0.297,
5/30/22 3:40:10 PM,VALID,1010.667,VALID,23.292,VALID,51.236,VALID,12.636,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,45.971,VALID,204.0,VALID,247.0,VALID,137.0,VALID,2.161,VALID,3.602,VALID,0.5,
5/30/22 3:50:10 PM,VALID,1010.681,VALID,23.155,VALID,51.58,VALID,12.647,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.423,VALID,202.0,VALID,232.0,VALID,176.0,VALID,2.818,VALID,3.797,VALID,0.898,
5/30/22 4:00:10 PM,VALID,1010.657,VALID,23.526,VALID,48.086,VALID,11.91,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.663,VALID,198.0,VALID,251.0,VALID,141.0,VALID,2.173,VALID,3.398,VALID,0.297,
5/30/22 4:10:10 PM,VALID,1010.625,VALID,24.82,VALID,41.937,VALID,11.03,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,47.774,VALID,197.0,VALID,254.0,VALID,17.0,VALID,2.111,VALID,3.102,VALID,0.398,
5/30/22 4:20:10 PM,VALID,1010.599,VALID,25.387,VALID,39.367,VALID,10.575,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.553,VALID,200.0,VALID,238.0,VALID,158.0,VALID,2.489,VALID,6.297,VALID,0.898,
5/30/22 4:30:09 PM,VALID,1010.6,VALID,25.312,VALID,40.66,VALID,10.96,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.127,VALID,207.0,VALID,265.0,VALID,108.0,VALID,2.11,VALID,3.203,VALID,0.297,
5/30/22 4:40:09 PM,VALID,1010.576,VALID,25.567,VALID,38.041,VALID,10.233,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.045,VALID,194.0,VALID,257.0,VALID,151.0,VALID,2.421,VALID,3.898,VALID,0.398,
5/30/22 4:50:09 PM,VALID,1010.543,VALID,25.592,VALID,38.932,VALID,10.523,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.575,VALID,206.0,VALID,253.0,VALID,162.0,VALID,3.277,VALID,4.5,VALID,0.5,
5/30/22 5:00:09 PM,VALID,1010.609,VALID,24.629,VALID,45.146,VALID,11.907,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.207,VALID,211.0,VALID,245.0,VALID,177.0,VALID,3.324,VALID,4.602,VALID,1.0,
