,,PA_10min,,TA_10min,,RH_10min,,DP_10min,,TS_10min,,SM_10min,,SR_10min,,NetSR_10min,,Wind_1,,Wind_1,,Wind_1,,Wind_1,,Wind_1,,Wind_1,
5/29/22 1:30:10 AM,VALID,1002.895,VALID,18.986,VALID,80.401,VALID,15.528,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.297,VALID,2.0,VALID,89.0,VALID,307.0,VALID,4.393,VALID,6.297,VALID,0.602,
5/29/22 1:40:10 AM,VALID,1002.757,VALID,18.906,VALID,80.447,VALID,15.476,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.59,VALID,8.0,VALID,43.0,VALID,292.0,VALID,5.459,VALID,8.0,VALID,0.5,
5/29/22 1:50:10 AM,VALID,1002.603,VALID,18.674,VALID,80.083,VALID,15.171,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.341,VALID,17.0,VALID,41.0,VALID,344.0,VALID,5.301,VALID,6.797,VALID,2.898,
5/29/22 2:00:10 AM,VALID,1002.454,VALID,18.692,VALID,79.557,VALID,15.091,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.598,VALID,7.0,VALID,30.0,VALID,311.0,VALID,5.378,VALID,6.797,VALID,1.797,
5/29/22 2:10:10 AM,VALID,1002.4,VALID,18.7,VALID,78.98,VALID,14.981,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.563,VALID,15.0,VALID,30.0,VALID,360.0,VALID,5.402,VALID,7.203,VALID,4.0,
5/29/22 2:20:10 AM,VALID,1002.442,VALID,18.753,VALID,78.789,VALID,14.993,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.121,VALID,21.0,VALID,45.0,VALID,6.0,VALID,4.926,VALID,6.398,VALID,3.398,
5/29/22 2:30:10 AM,VALID,1002.489,VALID,18.569,VALID,78.472,VALID,14.764,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.056,VALID,27.0,VALID,54.0,VALID,8.0,VALID,5.093,VALID,6.398,VALID,3.398,
5/29/22 2:40:10 AM,VALID,1002.421,VALID,18.439,VALID,78.136,VALID,14.556,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.114,VALID,25.0,VALID,51.0,VALID,5.0,VALID,4.527,VALID,6.297,VALID,2.602,
5/29/22 2:50:10 AM,VALID,1002.541,VALID,18.531,VALID,78.18,VALID,14.655,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.006,VALID,5.0,VALID,166.0,VALID,274.0,VALID,4.14,VALID,8.203,VALID,0.898,
5/29/22 3:00:10 AM,VALID,1002.523,VALID,18.41,VALID,77.181,VALID,14.351,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.791,VALID,17.0,VALID,40.0,VALID,353.0,VALID,4.847,VALID,6.398,VALID,3.0,
5/29/22 3:10:10 AM,VALID,1002.5,VALID,18.467,VALID,76.418,VALID,14.252,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.596,VALID,28.0,VALID,52.0,VALID,6.0,VALID,4.919,VALID,6.398,VALID,3.102,
5/29/22 3:20:10 AM,VALID,1002.502,VALID,18.456,VALID,75.393,VALID,14.025,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.018,VALID,34.0,VALID,53.0,VALID,9.0,VALID,4.757,VALID,6.203,VALID,2.5,
5/29/22 3:30:10 AM,VALID,1002.656,VALID,18.822,VALID,74.471,VALID,14.17,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.623,VALID,20.0,VALID,42.0,VALID,8.0,VALID,4.504,VALID,5.898,VALID,2.797,
5/29/22 3:40:10 AM,VALID,1002.593,VALID,19.037,VALID,73.007,VALID,14.095,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.24,VALID,37.0,VALID,55.0,VALID,9.0,VALID,4.6,VALID,5.602,VALID,2.797,
5/29/22 3:50:10 AM,VALID,1002.502,VALID,19.289,VALID,73.101,VALID,14.326,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,47.356,VALID,38.0,VALID,66.0,VALID,9.0,VALID,3.741,VALID,5.0,VALID,2.102,
5/29/22 4:00:10 AM,VALID,1002.63,VALID,19.57,VALID,72.73,VALID,14.54,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.38,VALID,43.0,VALID,73.0,VALID,17.0,VALID,3.965,VALID,5.5,VALID,2.5,
5/29/22 4:10:10 AM,VALID,1002.827,VALID,19.697,VALID,71.631,VALID,14.411,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,47.225,VALID,41.0,VALID,67.0,VALID,7.0,VALID,3.726,VALID,4.703,VALID,1.797,
5/29/22 4:20:10 AM,VALID,1002.978,VALID,19.712,VALID,73.711,VALID,14.882,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.567,VALID,35.0,VALID,54.0,VALID,4.0,VALID,4.698,VALID,6.102,VALID,2.297,
5/29/22 4:30:10 AM,VALID,1003.095,VALID,19.558,VALID,74.447,VALID,14.888,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,43.679,VALID,25.0,VALID,47.0,VALID,5.0,VALID,5.033,VALID,6.5,VALID,3.297,
5/29/22 4:40:10 AM,VALID,1003.215,VALID,19.765,VALID,73.31,VALID,14.856,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,44.16,VALID,18.0,VALID,47.0,VALID,359.0,VALID,5.312,VALID,6.703,VALID,3.102,
5/29/22 4:50:10 AM,VALID,1003.217,VALID,19.756,VALID,72.237,VALID,14.621,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,44.922,VALID,24.0,VALID,48.0,VALID,8.0,VALID,5.528,VALID,8.0,VALID,3.398,
5/29/22 5:00:10 AM,VALID,1003.438,VALID,19.992,VALID,70.838,VALID,14.532,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,47.055,VALID,19.0,VALID,47.0,VALID,354.0,VALID,6.351,VALID,8.398,VALID,4.203,
5/29/22 5:10:10 AM,VALID,1003.535,VALID,20.203,VALID,69.461,VALID,14.435,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,47.628,VALID,34.0,VALID,60.0,VALID,9.0,VALID,5.947,VALID,8.297,VALID,3.5,
5/29/22 5:20:10 AM,VALID,1003.682,VALID,20.216,VALID,70.321,VALID,14.629,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.274,VALID,28.0,VALID,55.0,VALID,7.0,VALID,5.922,VALID,8.0,VALID,3.797,
5/29/22 5:30:10 AM,VALID,1003.78,VALID,20.14,VALID,70.892,VALID,14.693,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,48.748,VALID,33.0,VALID,61.0,VALID,9.0,VALID,6.158,VALID,8.797,VALID,2.797,
5/29/22 5:40:10 AM,VALID,1003.7,VALID,20.288,VALID,70.275,VALID,14.693,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.18,VALID,26.0,VALID,62.0,VALID,6.0,VALID,6.26,VALID,8.203,VALID,4.102,
5/29/22 5:50:10 AM,VALID,1003.759,VALID,20.318,VALID,70.75,VALID,14.823,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.013,VALID,16.0,VALID,39.0,VALID,328.0,VALID,6.879,VALID,9.102,VALID,4.398,
5/29/22 6:00:10 AM,VALID,1003.908,VALID,20.426,VALID,70.598,VALID,14.899,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.716,VALID,14.0,VALID,43.0,VALID,356.0,VALID,6.626,VALID,8.398,VALID,4.398,
5/29/22 6:10:10 AM,VALID,1004.081,VALID,20.489,VALID,70.413,VALID,14.917,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.42,VALID,15.0,VALID,41.0,VALID,358.0,VALID,6.757,VALID,9.102,VALID,4.703,
5/29/22 6:20:09 AM,VALID,1004.297,VALID,20.592,VALID,69.782,VALID,14.881,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.782,VALID,22.0,VALID,49.0,VALID,357.0,VALID,6.749,VALID,9.203,VALID,4.102,
5/29/22 6:30:09 AM,VALID,1004.215,VALID,20.66,VALID,69.583,VALID,14.901,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.811,VALID,31.0,VALID,59.0,VALID,10.0,VALID,6.006,VALID,7.703,VALID,3.602,
5/29/22 6:40:09 AM,VALID,1004.275,VALID,20.849,VALID,68.947,VALID,14.934,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.877,VALID,30.0,VALID,56.0,VALID,5.0,VALID,5.278,VALID,7.297,VALID,2.297,
5/29/22 6:50:09 AM,VALID,1004.273,VALID,21.055,VALID,68.314,VALID,14.974,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.501,VALID,32.0,VALID,59.0,VALID,6.0,VALID,5.244,VALID,8.102,VALID,2.703,
5/29/22 7:00:09 AM,VALID,1004.299,VALID,21.102,VALID,68.562,VALID,15.096,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.987,VALID,28.0,VALID,51.0,VALID,5.0,VALID,5.06,VALID,7.102,VALID,3.203,
5/29/22 7:10:09 AM,VALID,1004.373,VALID,21.072,VALID,68.2,VALID,14.982,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.177,VALID,24.0,VALID,48.0,VALID,2.0,VALID,6.189,VALID,7.898,VALID,3.602,
5/29/22 7:20:09 AM,VALID,1004.476,VALID,20.856,VALID,69.44,VALID,15.053,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.244,VALID,20.0,VALID,50.0,VALID,2.0,VALID,6.253,VALID,8.602,VALID,3.898,
5/29/22 7:30:09 AM,VALID,1004.535,VALID,20.662,VALID,70.158,VALID,15.031,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.145,VALID,21.0,VALID,45.0,VALID,359.0,VALID,5.963,VALID,8.102,VALID,3.398,
5/29/22 7:40:09 AM,VALID,1004.5,VALID,20.67,VALID,70.086,VALID,15.013,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.184,VALID,24.0,VALID,47.0,VALID,5.0,VALID,6.219,VALID,8.102,VALID,3.602,
5/29/22 7:50:09 AM,VALID,1004.563,VALID,20.663,VALID,70.575,VALID,15.121,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.393,VALID,16.0,VALID,34.0,VALID,356.0,VALID,7.499,VALID,9.398,VALID,4.797,
5/29/22 8:00:09 AM,VALID,1004.63,VALID,20.746,VALID,70.336,VALID,15.148,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.646,VALID,17.0,VALID,38.0,VALID,359.0,VALID,7.545,VALID,9.703,VALID,5.0,
5/29/22 8:10:09 AM,VALID,1004.847,VALID,20.372,VALID,71.825,VALID,15.118,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.839,VALID,18.0,VALID,44.0,VALID,6.0,VALID,7.422,VALID,9.102,VALID,4.797,
5/29/22 8:20:09 AM,VALID,1004.901,VALID,20.317,VALID,72.628,VALID,15.231,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.702,VALID,21.0,VALID,43.0,VALID,3.0,VALID,6.935,VALID,9.602,VALID,4.398,
5/29/22 8:30:09 AM,VALID,1004.918,VALID,20.599,VALID,71.131,VALID,15.183,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.788,VALID,17.0,VALID,34.0,VALID,4.0,VALID,7.311,VALID,9.297,VALID,5.102,
5/29/22 8:40:09 AM,VALID,1004.999,VALID,20.74,VALID,70.244,VALID,15.125,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.783,VALID,25.0,VALID,45.0,VALID,10.0,VALID,6.249,VALID,8.602,VALID,4.5,
5/29/22 8:50:09 AM,VALID,1005.0,VALID,20.833,VALID,69.491,VALID,15.047,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.518,VALID,23.0,VALID,45.0,VALID,6.0,VALID,6.162,VALID,8.0,VALID,4.203,
5/29/22 9:00:09 AM,VALID,1004.994,VALID,20.951,VALID,68.571,VALID,14.953,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.401,VALID,18.0,VALID,40.0,VALID,356.0,VALID,6.339,VALID,7.797,VALID,4.297,
5/29/22 9:10:09 AM,VALID,1005.093,VALID,20.994,VALID,68.667,VALID,15.007,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.053,VALID,6.0,VALID,26.0,VALID,337.0,VALID,6.104,VALID,8.203,VALID,2.703,
5/29/22 9:20:09 AM,VALID,1005.104,VALID,21.041,VALID,68.577,VALID,15.037,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.365,VALID,5.0,VALID,37.0,VALID,330.0,VALID,6.173,VALID,8.297,VALID,2.602,
5/29/22 9:30:10 AM,VALID,1005.093,VALID,21.222,VALID,68.363,VALID,15.147,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.564,VALID,359.0,VALID,54.0,VALID,250.0,VALID,5.06,VALID,8.0,VALID,1.398,
5/29/22 9:40:10 AM,VALID,1005.155,VALID,21.494,VALID,67.704,VALID,15.27,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.0,VALID,357.0,VALID,47.0,VALID,241.0,VALID,4.59,VALID,7.398,VALID,0.898,
5/29/22 9:50:10 AM,VALID,1005.101,VALID,21.365,VALID,67.692,VALID,15.15,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,55.628,VALID,10.0,VALID,41.0,VALID,310.0,VALID,5.529,VALID,7.898,VALID,1.297,
5/29/22 10:00:10 AM,VALID,1005.133,VALID,21.277,VALID,68.84,VALID,15.307,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.742,VALID,28.0,VALID,52.0,VALID,4.0,VALID,5.209,VALID,7.0,VALID,3.398,
5/29/22 10:10:10 AM,VALID,1005.208,VALID,21.306,VALID,69.052,VALID,15.402,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.254,VALID,19.0,VALID,44.0,VALID,349.0,VALID,4.844,VALID,6.5,VALID,2.797,
5/29/22 10:20:10 AM,VALID,1005.237,VALID,20.956,VALID,70.132,VALID,15.307,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.302,VALID,34.0,VALID,54.0,VALID,4.0,VALID,5.43,VALID,6.602,VALID,3.203,
5/29/22 10:30:10 AM,VALID,1005.279,VALID,20.995,VALID,70.713,VALID,15.458,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.071,VALID,33.0,VALID,52.0,VALID,9.0,VALID,4.92,VALID,6.297,VALID,2.797,
5/29/22 10:40:10 AM,VALID,1005.354,VALID,21.14,VALID,70.126,VALID,15.485,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.143,VALID,34.0,VALID,50.0,VALID,8.0,VALID,4.917,VALID,6.203,VALID,2.602,
5/29/22 10:50:10 AM,VALID,1005.474,VALID,21.181,VALID,69.023,VALID,15.279,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.3,VALID,36.0,VALID,56.0,VALID,13.0,VALID,5.248,VALID,6.703,VALID,3.203,
5/29/22 11:00:10 AM,VALID,1005.359,VALID,21.321,VALID,67.951,VALID,15.153,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.941,VALID,33.0,VALID,51.0,VALID,5.0,VALID,5.353,VALID,6.703,VALID,3.203,
5/29/22 11:10:10 AM,VALID,1005.154,VALID,21.722,VALID,66.587,VALID,15.22,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.185,VALID,28.0,VALID,46.0,VALID,6.0,VALID,5.449,VALID,7.602,VALID,3.297,
5/29/22 11:20:10 AM,VALID,1005.018,VALID,21.55,VALID,67.56,VALID,15.3,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.174,VALID,12.0,VALID,25.0,VALID,356.0,VALID,6.042,VALID,7.398,VALID,4.0,
5/29/22 11:30:10 AM,VALID,1005.0,VALID,21.558,VALID,67.67,VALID,15.316,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.109,VALID,12.0,VALID,23.0,VALID,350.0,VALID,6.437,VALID,8.297,VALID,4.602,
5/29/22 11:40:10 AM,VALID,1005.029,VALID,21.72,VALID,67.033,VALID,15.329,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.558,VALID,11.0,VALID,19.0,VALID,357.0,VALID,6.682,VALID,8.703,VALID,5.203,
5/29/22 11:50:10 AM,VALID,1004.994,VALID,21.686,VALID,67.125,VALID,15.323,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.004,VALID,10.0,VALID,19.0,VALID,349.0,VALID,6.754,VALID,8.102,VALID,4.898,
5/29/22 12:00:10 PM,VALID,1004.905,VALID,21.76,VALID,66.588,VALID,15.258,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.375,VALID,8.0,VALID,17.0,VALID,345.0,VALID,6.829,VALID,8.5,VALID,4.203,
5/29/22 12:10:10 PM,VALID,1004.748,VALID,21.828,VALID,65.919,VALID,15.181,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.029,VALID,8.0,VALID,18.0,VALID,324.0,VALID,6.943,VALID,9.297,VALID,3.398,
5/29/22 12:20:10 PM,VALID,1004.657,VALID,21.981,VALID,64.115,VALID,14.89,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,53.584,VALID,6.0,VALID,19.0,VALID,340.0,VALID,6.815,VALID,8.602,VALID,3.203,
5/29/22 12:30:10 PM,VALID,1004.601,VALID,22.229,VALID,64.617,VALID,15.223,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.337,VALID,360.0,VALID,54.0,VALID,283.0,VALID,6.01,VALID,8.703,VALID,1.5,
5/29/22 12:40:10 PM,VALID,1004.598,VALID,22.318,VALID,63.972,VALID,15.182,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.011,VALID,5.0,VALID,21.0,VALID,324.0,VALID,6.167,VALID,9.0,VALID,2.5,
5/29/22 12:50:10 PM,VALID,1004.643,VALID,22.018,VALID,63.932,VALID,14.889,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.851,VALID,10.0,VALID,25.0,VALID,354.0,VALID,5.585,VALID,7.602,VALID,3.797,
5/29/22 1:00:10 PM,VALID,1004.7,VALID,21.739,VALID,64.717,VALID,14.804,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.901,VALID,6.0,VALID,28.0,VALID,317.0,VALID,5.631,VALID,7.602,VALID,1.797,
5/29/22 1:10:10 PM,VALID,1004.779,VALID,22.027,VALID,63.025,VALID,14.66,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.777,VALID,8.0,VALID,31.0,VALID,331.0,VALID,5.177,VALID,6.797,VALID,2.398,
5/29/22 1:20:10 PM,VALID,1004.895,VALID,21.748,VALID,63.559,VALID,14.54,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,54.41,VALID,9.0,VALID,24.0,VALID,344.0,VALID,5.516,VALID,6.602,VALID,3.203,
5/29/22 1:30:10 PM,VALID,1004.981,VALID,21.83,VALID,62.919,VALID,14.447,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.358,VALID,9.0,VALID,26.0,VALID,343.0,VALID,6.165,VALID,7.703,VALID,2.898,
5/29/22 1:40:10 PM,VALID,1004.873,VALID,21.659,VALID,63.666,VALID,14.462,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.518,VALID,13.0,VALID,25.0,VALID,359.0,VALID,7.146,VALID,8.797,VALID,5.203,
5/29/22 1:50:10 PM,VALID,1004.847,VALID,22.357,VALID,61.257,VALID,14.526,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.972,VALID,14.0,VALID,38.0,VALID,328.0,VALID,6.755,VALID,9.102,VALID,3.398,
5/29/22 2:00:10 PM,VALID,1004.959,VALID,22.224,VALID,61.904,VALID,14.573,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.546,VALID,5.0,VALID,39.0,VALID,340.0,VALID,6.488,VALID,8.398,VALID,3.203,
5/29/22 2:10:10 PM,VALID,1005.096,VALID,22.118,VALID,61.841,VALID,14.462,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.396,VALID,12.0,VALID,40.0,VALID,358.0,VALID,6.486,VALID,8.398,VALID,4.398,
5/29/22 2:20:10 PM,VALID,1005.083,VALID,22.834,VALID,58.693,VALID,14.32,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,52.248,VALID,18.0,VALID,42.0,VALID,346.0,VALID,6.162,VALID,8.203,VALID,4.102,
5/29/22 2:30:10 PM,VALID,1004.997,VALID,22.76,VALID,58.444,VALID,14.194,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.942,VALID,17.0,VALID,38.0,VALID,1.0,VALID,6.425,VALID,8.898,VALID,3.898,
5/29/22 2:40:10 PM,VALID,1004.89,VALID,22.547,VALID,58.278,VALID,13.941,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.504,VALID,13.0,VALID,47.0,VALID,347.0,VALID,5.957,VALID,7.703,VALID,3.398,
5/29/22 2:50:10 PM,VALID,1004.756,VALID,22.937,VALID,55.311,VALID,13.511,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.278,VALID,8.0,VALID,23.0,VALID,320.0,VALID,6.665,VALID,9.203,VALID,3.0,
5/29/22 3:00:10 PM,VALID,1004.7,VALID,23.403,VALID,52.751,VALID,13.213,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.18,VALID,15.0,VALID,40.0,VALID,334.0,VALID,6.301,VALID,8.297,VALID,2.602,
5/29/22 3:10:10 PM,VALID,1004.7,VALID,23.296,VALID,52.22,VALID,12.959,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.475,VALID,17.0,VALID,43.0,VALID,3.0,VALID,5.538,VALID,7.602,VALID,3.297,
5/29/22 3:20:10 PM,VALID,1004.645,VALID,23.805,VALID,50.137,VALID,12.8,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.777,VALID,21.0,VALID,45.0,VALID,4.0,VALID,5.075,VALID,7.797,VALID,2.797,
5/29/22 3:30:10 PM,VALID,1004.547,VALID,23.748,VALID,49.778,VALID,12.638,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.269,VALID,12.0,VALID,28.0,VALID,327.0,VALID,5.937,VALID,7.398,VALID,2.398,
5/29/22 3:40:10 PM,VALID,1004.542,VALID,23.493,VALID,51.73,VALID,12.922,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.046,VALID,4.0,VALID,47.0,VALID,256.0,VALID,5.074,VALID,6.898,VALID,1.0,
5/29/22 3:50:10 PM,VALID,1004.471,VALID,22.547,VALID,55.816,VALID,13.301,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.322,VALID,2.0,VALID,47.0,VALID,311.0,VALID,5.261,VALID,7.797,VALID,1.602,
5/29/22 4:00:10 PM,VALID,1004.5,VALID,22.768,VALID,55.714,VALID,13.412,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.403,VALID,360.0,VALID,89.0,VALID,280.0,VALID,4.625,VALID,7.203,VALID,1.102,
5/29/22 4:10:10 PM,VALID,1004.783,VALID,23.259,VALID,51.68,VALID,12.761,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.038,VALID,359.0,VALID,40.0,VALID,270.0,VALID,4.615,VALID,7.602,VALID,0.398,
5/29/22 4:20:10 PM,VALID,1004.912,VALID,22.769,VALID,56.955,VALID,13.725,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.62,VALID,355.0,VALID,100.0,VALID,185.0,VALID,4.659,VALID,7.797,VALID,0.5,
5/29/22 4:30:10 PM,VALID,1004.977,VALID,22.008,VALID,60.793,VALID,14.095,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.075,VALID,353.0,VALID,138.0,VALID,267.0,VALID,4.238,VALID,7.703,VALID,0.797,
5/29/22 4:40:10 PM,VALID,1005.138,VALID,21.95,VALID,59.149,VALID,13.639,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,49.699,VALID,356.0,VALID,93.0,VALID,228.0,VALID,5.047,VALID,9.0,VALID,0.797,
5/29/22 4:50:10 PM,VALID,1005.349,VALID,22.608,VALID,55.064,VALID,13.104,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,50.805,VALID,360.0,VALID,53.0,VALID,285.0,VALID,4.986,VALID,7.797,VALID,1.203,
5/29/22 5:00:10 PM,VALID,1005.602,VALID,22.508,VALID,55.739,VALID,13.251,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,51.27,VALID,355.0,VALID,158.0,VALID,236.0,VALID,4.302,VALID,8.703,VALID,0.5,
